,text,created_at,Location
165,RT @sirhottest: I miss the daily coronavirus taskforce briefings. There's nothing else like watching the President destroy the media direct…,2020-06-14 23:59:40,
166,RT @OfficialFCTA: The FCT Ministerial Task Team on #COVID19 seals up Jabi Lake Mall indefinitely for violating Presidential Task Force’s di…,2020-06-14 23:59:39,Nigeria
167,Complicit Democrats! Citizens held hostage! ##CuomoKilledThousands #BLMTerrorists #BLM #riots #coronavirus https://t.co/VoEUWC0M7R,2020-06-14 23:59:39,
168,RT @larry_levitt: Why what's happening in a state like Arizona is so concerning: The number of new confirmed infections is going up rapidly…,2020-06-14 23:59:39,"Scottsdale, AZ"
169,RT @latimes: The mishandling of these cases raises questions about how well public officials have carried out contact tracing thus far and…,2020-06-14 23:59:39,"Los Angeles, CA"
170,RT @NefariousNewt: Anyone who watched a trump coronavirus briefing.,2020-06-14 23:59:39,Bmore Where You See More
171,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:39,
172,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:39,
173,"RT @CNN: The US Surgeon General urged people to wear face coverings, saying they promote freedom during the coronavirus pandemic: ""If more…",2020-06-14 23:59:39,
174,RT @niccijsmith: .#Taiwan is fighting Chinese disinformation by building “nerd immunity” @audreyt tells @TelegraphWorld “It’s the Taiwan mo…,2020-06-14 23:59:39,Hong Kong
175,Yeah I guess that whole hot weather will kill it hypotheses didn’t pan out. Another falsehood the trump administrat… https://t.co/D71eWKELrB,2020-06-14 23:59:39,"Iowa, USA"
176,Can I get paid for watching TV? I’ve been getting good at it for 3 months now. What about reading stupid “stuff” on… https://t.co/ORd3R4iEM4,2020-06-14 23:59:39,"Las Vegas, NV"
177,RT @globaltimesnews: The global seafood industry is to sustain a temporary blow after the latest #coronavirus outbreak Beijing's Fengtai Di…,2020-06-14 23:59:39,Currently in the Philippines 
178,"RT @JennJermaine: The White Mountain Apache Tribe in eastern Arizona is struggling with the coronavirus. As of Monday, June 8 the Tribe rep…",2020-06-14 23:59:39,inbetween
179,"RT @DenbrotS: DeSantis Makes Florida Lie About Its COVID Death Statistics

FDLE releases list of COVID-19 deaths. Top medical examiner call…",2020-06-14 23:59:38,"Owen Sound, Ontario"
180,"@thehill New Zealand had no active coronavirus cases and no new infections, ... Plans for a “travel bubble” with Au… https://t.co/LVnO0Pzc1W",2020-06-14 23:59:38,
181,RT @annafifield: A sign of how alarmed the Beijing authorities are about the coronavirus outbreak: Even the State Council press conferences…,2020-06-14 23:59:38,NY
182,"RT @guardian: UK economy to shrink by 8% in 2020, forecasters say https://t.co/Z2v3wJnqdj",2020-06-14 23:59:38,Brazil
183,"RT @funder: President Obama called Trump’s coronavirus response ""an absolute chaotic disaster.” #ObamaDayUSA",2020-06-14 23:59:38,
184,"RT @ABSCBNNews: DAY 93. Here are the stories you need to watch out for this Monday, June 15, 2020, amid the #COVID19 pandemic:

* The Phili…",2020-06-14 23:59:38,Republic of the Philippines
185,"RT @nivassoc: Losing 2,000 music venues across the country would be devastating to local economies and virtually every aspect of the music…",2020-06-14 23:59:38,"Brooklyn, NY"
186,RT @EdmJbg: @mojopono @WhteRbbnAdvocat @Girrali @Penny_MadamLash @LadyPoop2 @WgarNews @twtrrr @rjstrikers @SaveEarthFromUs @lynlinking @Bla…,2020-06-14 23:59:38,"Gawler, South Australia"
187,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:38,
188,"RT @PamBelluck: ‘This Virus Is Not Going to Rest,’ Disease Expert Says https://t.co/T8WF1XX10q",2020-06-14 23:59:38,Boston
189,"RT @korpiable: @chef_kendra @Politidope Are you sure about that?

https://t.co/WhVKAsd50g",2020-06-14 23:59:38,"Pompano Beach, FL"
190,The details on #DCU’s move to full-team training sessions: https://t.co/TAxI2oRKeS,2020-06-14 23:59:38,The DMV
191,‘Disinfecting non-stop’ as Italy faces two new coronavirus outbreaks https://t.co/zq3kV8CISn,2020-06-14 23:59:38,Singapore
192,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:38,Kuala Lumpur City
193,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:38,"Arlington,VA"
194,"RT @NikolovScience: Did you know that, if you don't believe in ""social distancing"" and mask wearing as measures to prevent COVID19 spread,…",2020-06-14 23:59:38,Texas
195,"RT @60Minutes: “Masks, masks and more masks,” say Dr. Myron Cohen about the new rules at UNC Chapel Hill when student return to campus. “We…",2020-06-14 23:59:37,Somewhere over the rainbow
196,"RT @garrettaddison: Looking for a book while you're in isolation?

https://t.co/qNeyX6Qrvc

THE TRAVELLER

#BunkerUpWithABook #GetReading #…",2020-06-14 23:59:37,
197,"RT @cityoftoronto: #CityofTO is looking for diverse perspectives on how Toronto can recover, rebuild &amp; emerge from #COVID19 even stronger.…",2020-06-14 23:59:37,Toronto
198,"RT @adamsmet66: A THREAD:

On Friday it was my birthday. I celebrated at home with my family. I had cake. I was spoiled. I couldn't have be…",2020-06-14 23:59:37,
199,"RT @nytimes: The coronavirus won’t be loosening its grip on the U.S. any time soon, infectious disease experts said on Sunday. Experts have…",2020-06-14 23:59:37,"Chicago, IL"
200,"RT @Reuters: More U.S. states, including Florida and Texas, are experiencing record-breaking levels of coronavirus cases and hospitalizatio…",2020-06-14 23:59:37,"Mexicali, México."
201,Funny how protesting and looting didn’t make the list from @MLive 🤔 #Plandemic #StopTheMadness From hair salons to… https://t.co/TIUDcLgJq8,2020-06-14 23:59:37,
202,"RT @Thomas1774Paine: With Trump Rallies Returning, the Media Suddenly Remembers the Coronavirus Pandemic https://t.co/bJSSx4TBZn",2020-06-14 23:59:37,
203,"RT @guardian: More than a million left out of coronavirus income support, say MPs https://t.co/40RB7LlVQf",2020-06-14 23:59:36,Brazil
204,RT @DrEricDing: My earlier worst fears confirmed: Younger adults were the main source of 61 different outbreak clusters in Japan. In this s…,2020-06-14 23:59:36,Arkansas
205,"RT @BuckSexton: Can guarantee right now that even if this continues to be the case, there’ll be many news stories right after first Trump r…",2020-06-14 23:59:36,MA
206,"RT @CLFSuperPAC: We see #FakeNurse @LaurenUnderwood is trying to combat medical misinformation about coronavirus.

Here's a great starting…",2020-06-14 23:59:36,"Queens, NY"
207,"RT @kerpen: California coronavirus surge tied to increase in testing, not reopening businesses, official says https://t.co/Tb54pFwQKV",2020-06-14 23:59:36,
208,"RT @travel_slovenia: GREAT NEWS: After more than three months of closure due to the #coronavirus pandemic, #Vogel Cable Car above Lake #Boh…",2020-06-14 23:59:36,🇩🇰🇨🇦🇺🇸
209,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:36,the ghetto ra ta ta ta 
210,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:35,
211,@ZaidZamanHamid To all the Sheep who still believe that coronavirus is exactly as the media says it is. This report… https://t.co/z8d91xkhC7,2020-06-14 23:59:35,"England, United Kingdom"
212,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:35,In my mind
213,"How is it I can track &amp; trace my @adidas order, but @MattHancock can't track and trace coronavirus contacts?",2020-06-14 23:59:35,
214,"RT @StreetArtDream: ... we protect the weakest, we will come out stronger. Love is the answer ❤️. Art by Melbourne's Murals and Interior De…",2020-06-14 23:59:35,"Virginia, USA"
215,"RT @3PlusInt: If you are struggling to remember some of women political leaders who have been forging out of this crisis, we've made a list…",2020-06-14 23:59:35,
216,"RT @axios: Gov. Andrew Cuomo threatened to reverse New York's phased reopening after the state received 25,000 complaints that businesses —…",2020-06-14 23:59:35,United States
217,RT @AlbertTLunde: @DrDeeKnight @sheriantoinette This is one recent explanation:  #COVID19 COVID-19 inflames the lining of blood vessels thr…,2020-06-14 23:59:35,"Lagos, Nigeria"
218,"RT @EdnaK_: @PressSec @realDonaldTrump Remember that time Kelly MagaNinny said that Trump wouldn't let ""diseases like the coronavirus come…",2020-06-14 23:59:35,"Beaver Falls, Pa. USA"
219,RT @GrandpaSnarky: Ky. megachurch shuts down again after 18 members test positive for coronavirus https://t.co/Akvdg8pYzY,2020-06-14 23:59:35,"Garland, TX"
220,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:34,"South Carolina, USA"
221,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:34,"DAWGNation,GA❤️🖤"
222,RT @Reuters: French coronavirus 24-hour death toll under 30 for fifth day https://t.co/IaNEYxsoea https://t.co/mE6dqvwEDG,2020-06-14 23:59:34,"Bogotá, Colombia"
223,"RT @ShawnInArizona: I kinda wish we had separate grocery stores for people who acknowledge the coronavirus is real, and for people who don'…",2020-06-14 23:59:34,"New Jersey, USA"
224,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:34,Anonymous
225,"RT @nytimes: China on Sunday reported 57 new confirmed coronavirus infections, its highest single-day tally in 2 months. One potential outb…",2020-06-14 23:59:34,"Milwaukee WI , Chattanooga TN"
226,"RT @Reuters: More U.S. states, including Florida and Texas, are experiencing record-breaking levels of coronavirus cases and hospitalizatio…",2020-06-14 23:59:34,"Brebes, Indonesia"
227,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:33,Texas Panhandle ✭
228,RT @allieyoung13: The death toll on #NavajoNation has reached 298 due to #COVID19. That’s 298 Navajo lives including 5 Medicine People gone…,2020-06-14 23:59:33,
229,RT @ewarren: Remember: Steve Mnuchin is refusing to disclose which companies received more than $500 billion in taxpayer funds. Americans d…,2020-06-14 23:59:33,"Lemon Grove, CA"
230,"RT @nytimes: The coronavirus won’t be loosening its grip on the U.S. any time soon, infectious disease experts said on Sunday. Experts have…",2020-06-14 23:59:33,
231,"@ODNMalaysia JOIN ME NOW
Malaysia Life&amp;Medical Insurance business!

😊 Start with any1 you know in Malaysia, that pl… https://t.co/nwDhs9zSyh",2020-06-14 23:59:33,Malaysia
232,"RT @RealJamesWoods: New York state’s death toll of 30,575 accounted for 7% of the world’s deaths and 27% of American deaths as of June 11 /…",2020-06-14 23:59:33,"Surprise, Arizona USA"
233,"RT @ViralRNA: #Covid19 vaccine: @imperialcollege London to start Phase1 trial on 15 June! 
👉 for UK &amp; low-income countries, Imperial and VG…",2020-06-14 23:59:33,United Kingdom
234,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:33,"Port Charlotte, FL"
235,@jimmcclung3 @SheepKnowMore @parscale @JoeBiden Really? https://t.co/mwCL8ZRLQr,2020-06-14 23:59:33,"Livermore, CA"
236,RT @EyesOnQ: #ExposeBillGates explodes on Twitter as conspiracy theorists vow to avoid Covid-19 vaccine connected to billionaire  https://t…,2020-06-14 23:59:33,
237,"RT @redsteeze: Hi Andy, give this a read. 
https://t.co/W6Nt0IUTxJ https://t.co/wK1QO5Mxzg",2020-06-14 23:59:32,United States
238,"RT @annehelen: WOW IT'S ALMOST AS IF MASK-WEARING IS GOOD 

Two infected Missouri hairstylists were wearing masks. None of their 140 custom…",2020-06-14 23:59:32,San Francisco
239,"RT @rtehrani: Has Covid-19 Hit Women In Tech Harder? Hear From Them Directly https://t.co/YjGirUSJiy

#pandemictech @news_pandemic #CoronaV…",2020-06-14 23:59:32,"Dallas, TX"
240,RT @kirie50468330: so a few of the celebrity’s in the elite cult that ‘claimed’ to have coronavirus are actually under house arrest for chi…,2020-06-14 23:59:32,"Brooklyn, NY"
241,"RT @doctor_oxford: “Covid-19 has held a mirror up to our society &amp; forced us to look at who really is vulnerable, who really makes society…",2020-06-14 23:59:32,Colchester/Born Warrington
242,RT @ewarren: Remember: Steve Mnuchin is refusing to disclose which companies received more than $500 billion in taxpayer funds. Americans d…,2020-06-14 23:59:32,"Currently reside in Phx, AZ."
243,"RT @RalphsCard: @PRKF3TR @DanielGStone Study: 71 percent of jobless Americans did not receive their March unemployment benefits

A new Pew…",2020-06-14 23:59:32,
244,RT @TerryAllanCCBH: Masks now seen as vital tool in coronavirus fight ⁦@thehill⁩  https://t.co/7UlTPdupL9,2020-06-14 23:59:32,"Cleveland, USA"
245,RT @taisonbell: Join me and @DrCameronWebb Monday on FB live 8-9pm EST for our weekly #COVID19 update. We’ll be discussing things on the ho…,2020-06-14 23:59:32,West Virginia
246,"RT @egavactip: In Orange County, CA, very much in the midst of the pandemic, the health director resigns after death threats and the replac…",2020-06-14 23:59:32,Virginia
247,"RT @herbivore_club: 434,970 people have died so far from the #coronavirus (#COVID19) outbreak as of June 14th 😢

Currently, at least 700,00…",2020-06-14 23:59:32,Devon
248,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:31,"Austin, TX"
249,"RT @JemilahMahmood: This is an important thread to read. Transmission of COVID19 is primarily by fit, healthy young adults. Yes the ones wh…",2020-06-14 23:59:31,
250,RT @Corona_Bot__: CONFIRMED: D'Vorah tests positive for Coronavirus https://t.co/glfoMGLlV3,2020-06-14 23:59:31,
251,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:31,SoCal
252,"RT @chrisprener: Short #Missouri #COVID19 evening update 🧵 for Sunday, 6/14. I’ve pushed updates to all metrics to the website - https://t.…",2020-06-14 23:59:31,"St Louis, MO"
253,"RT @DrEricDing: 15) Thus, this wealth of #COVID19 data (thanks to rigorous *contact tracing*) have taught us that we need to always erring…",2020-06-14 23:59:31,
254,"RT @DanRather: We shouldn’t be surprised that coronavirus remains a highly contagious infectious disease that thrives when people gather, e…",2020-06-14 23:59:31,South
255,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:31,Boston
256,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:31,A Pale Blue Dot
257,https://t.co/LnbDAvfMA9 once again accepting applications for home testing for COVID19 if you live in King County.,2020-06-14 23:59:31,Seattle & all of WA
258,"RT @LutaviaCosplay: some safe tips on how to do a cosplay shoot with a photographer/in public during the covid19 pandemic: 

- don’t
- just…",2020-06-14 23:59:30,
259,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:30,"West Sacramento, CA"
260,RT @guardian: Coronavirus live news: Beijing enters 'extraordinary period' as it races to contain new Covid-19 outbreak https://t.co/zhZOet…,2020-06-14 23:59:30,Brazil
261,"RT @mattlargey: BREAKING: The Austin area saw a record 30 hospital admissions today for #COVID19. 

That moves the 7-day average above 20 a…",2020-06-14 23:59:30,"Austin, TX"
262,RT @business: More than 1 million Britons are falling through the cracks in the government’s coronavirus job support programs https://t.co/…,2020-06-14 23:59:29,"Chattanooga, TN, USA"
263,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:29,in your tv
264,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…,2020-06-14 23:59:29,
265,"RT @CNN: The US Surgeon General urged people to wear face coverings, saying they promote freedom during the coronavirus pandemic: ""If more…",2020-06-14 23:59:29,"Missouri, USA"
266,RT @nytpolitics: An Ohio lawmaker was fired from his job as a physician on Thursday after asking at a hearing this week if the high rate of…,2020-06-14 23:59:29,Bronx NY
267,"RT @nytimes: China on Sunday reported 57 new confirmed coronavirus infections, its highest single-day tally in 2 months. One potential outb…",2020-06-14 23:59:29,"Vancouver, British Columbia"
268,"Did you know?

The partitions set up in front of the crowd isn't there to stop the spread of Coronavirus, it's ther… https://t.co/3eNkIz6WNF",2020-06-14 23:59:29,New York City
269,RT @blairmcdougall: A report has suggested today that half of coronavirus deaths could have been prevented had we locked down earlier. The…,2020-06-14 23:59:29,Glasgow
270,RT @CuppRunGirl: Coronavirus seems to do fine in heat and humidity.,2020-06-14 23:59:29,
271,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:29,O-H-I-O
272,"RT @DealinRugs: Starbucks is closing 400 stores because of loss of sales due to coronavirus

White girls: https://t.co/Fjr1oqUOO3",2020-06-14 23:59:28,
273,RT @MrAndyNgo: An antifa writer and influencer is encouraging lawlessness during the Wuhan coronavirus panic. San Francisco-based communist…,2020-06-14 23:59:28,California 
274,"RT @JemilahMahmood: This is an important thread to read. Transmission of COVID19 is primarily by fit, healthy young adults. Yes the ones wh…",2020-06-14 23:59:28,
275,"RT @RichardVeii: Bam!! And just like that, the virus is back and low and behold, that bad old Chinese virus is in the same city Trump is ho…",2020-06-14 23:59:28,"TrumpTrain, USA"
276,Coronavirus survivors: I started a support group to fill a medical information gap - Vox https://t.co/MPvQXvEk7P,2020-06-14 23:59:28,North Jersey/NYC area
277,RT @guardian: Coronavirus live news: Beijing enters 'extraordinary period' as it races to contain new Covid-19 outbreak https://t.co/zhZOet…,2020-06-14 23:59:28,Delhi 
278,"Infectious-disease expert warns of potential health risks at Trump rally https://t.co/tLA0DniY4Y

Not good for them -- or us.",2020-06-14 23:59:28,United States
279,RT @dfwagoner: “The main danger is in exercising outdoors with others because the tendency is to pile into a car to get to the trailhead”.…,2020-06-14 23:59:28,"Atlanta, GA"
280,RT @normanswan: Got to keep the bullshit meter on high. How Utah’s Tech Industry Tried to Disrupt Testing for the Coronavirus https://t.co/…,2020-06-14 23:59:27,Australia & UK
281,RT @PippaCrerar: ⁦Former chief prosecutor ⁦@nazirafzal⁩ - whose brother Umar died from coronavirus in April while Dominic Cummings was 260…,2020-06-14 23:59:27,University of Notre Dame
282,"@Paul_Is_Muadib @MalcolmNance @tinyboo49 117 thousand lives 2b accurate 
&amp; rest assured it's at least double that d… https://t.co/H2asyQlvXZ",2020-06-14 23:59:27,
283,China keeps making itself look worse as coronavirus pandemic continues to spread https://t.co/ZD8ElgKTlu,2020-06-14 23:59:27,Montana
284,I’m watching #Billions and this dude just made a reference to coronavirus being ships and spreading.. 😳🤔,2020-06-14 23:59:27,Antarctica
285,» The bullet and the virus - BBC News https://t.co/kgtKKb9ktB,2020-06-14 23:59:27,Canada
286,"RT @WGNNews: More than 40,000 cruise ship workers are still stuck at sea three months after the industry shut down because of concerns abou…",2020-06-14 23:59:27,"Chicago, Illinois, USA"
287,"#Travel - Yes, my first coronavirus flight was anxiety inducing, but it wasn't all bad - https://t.co/QfkCTK6ayJ… https://t.co/TchzkBk9pz",2020-06-14 23:59:27,Around The World
288,"RT @aubrey_huff: #coronavirus has taught me that @NFL, @espn, actors, &amp; entertainers are nonessential.",2020-06-14 23:59:27,"Broken Arrow, OK"
289,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:27,
290,"RT @DenbrotS: DeSantis Makes Florida Lie About Its COVID Death Statistics

FDLE releases list of COVID-19 deaths. Top medical examiner call…",2020-06-14 23:59:27,
291,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:27,
292,"RT @Shirastweet: #CyberSecurity professionals have been working harder &amp; longer hours due to this #pandemic #coronavirus
https://t.co/Kemby…",2020-06-14 23:59:26,"Dallas, TX"
293,RT @gregmortenson: 🇦🇫 #Afghanistan all schools will remain closed until September to prevent the spread of coronavirus. Schools were closed…,2020-06-14 23:59:26,
294,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:26,"Mississippi, USA"
295,"RT @Reuters: More U.S. states, including Florida and Texas, are experiencing record-breaking levels of coronavirus cases and hospitalizatio…",2020-06-14 23:59:26,"Near Santa Fe, Nm"
296,RT @LeslieCidale: Governor #DougDucey thinks the way through a #pandemic is to ‘learn to live with the virus‘. Expect a lot more death in #…,2020-06-14 23:59:26,Canada
297,Today China has reported 57 confirmed coronavirus cases. They haven’t seen this many new cases in one day for over… https://t.co/ja1gQ4PkIL,2020-06-14 23:59:26,"austin, tx"
298,"With President Donald Trump's rally in Tulsa, Okla., less than a week away, health experts warned that the indoor v… https://t.co/y9etuDiC6J",2020-06-14 23:59:26,"Laredo, Texas"
299,Dis is cause 4 concern. Many really don't take distancing seriously n its scary. Seen it. @KKMPutrajaya… https://t.co/UeWFFgDgDa,2020-06-14 23:59:26,Malaysia/ Asia/Europe/USA
300,RT @tmprowell: The US has performed its first double lung transplant for lung damage caused by #COVID19. The recipient is a 20 yr old woman…,2020-06-14 23:59:26,"Louisville, KY"
301,RT @nytimes: Brazil's daily coronavirus death toll is now the highest in the world. Experts say President Jair Bolsonaro's rejection of the…,2020-06-14 23:59:26,
302,RT @BreakinNewz01: #California - Several thousand people turned out today for an anti-racism solidarity march from Hollywood to West Hollyw…,2020-06-14 23:59:26,"Boston/Mattapan, MA"
303,RT @Telegraph: A man has filed the first lawsuit against the Chinese government that seeks restitution for its cover-up of the coronavirus…,2020-06-14 23:59:26,
304,"RT @HanianEmpress: Please if protesting remember COVID19 is still out there.

I agree with the reasons for protesting but please stay safe.…",2020-06-14 23:59:25,
305,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:25,"Westland, MI"
306,"RT @SamoneBlair: “This governor [@GovRonDeSantis] has painted a very rosy picture of the unemployment process, blaming the people of Florid…",2020-06-14 23:59:25,Pensacola Florida 
307,"RT @therecount: As COVID-19 continues to kill 800-1,000 Americans a day, Florida has become a new hotspot.

Let’s look at the state’s recen…",2020-06-14 23:59:25,"Sometimes WI, sometimes AR"
308,"RT @Greenpeace: Right now, 20,000+ illegal gold miners are responsible for the spread of #COVID19 in #Yanomami territory. Join the Yanomami…",2020-06-14 23:59:25,"London, UK"
309,"RT @derekjames150: I regularly compare what's going on in the UK with Italy, Spain, France and Germany. I can tell you this. They're gettin…",2020-06-14 23:59:25,Wiltshire
310,RT @KellyO: The president’s just announced campaign rally for Oklahoma includes a liability waiver in the registration for rally attendees…,2020-06-14 23:59:24,"UK and Australia. Occazionally in Canada, New Zealand and USA."
311,"RT @Hephaestus7: » Coronavirus: Consumers ""should ignore that pile of bodies over in the corner and shop with confidence"", says PM - BBC Ne…",2020-06-14 23:59:24,"England, United Kingdom"
312,RT @perlmutations: Remember when it used to matter how many Americans were dying from the coronavirus? There’s so much shit swirling around…,2020-06-14 23:59:24,"Houston, TX"
313,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:24,"Covington, LA"
314,"RT @QuickTake: This weekend marks the first time in more than 2 months, that crowds have returned to Miami’s beaches. 

This comes as Flori…",2020-06-14 23:59:24,"Abuja, Nigeria"
315,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:24,FL
316,"RT @A5KEM: **Friends Your help is desperately needed *
My lung collapsed due to COVID19 and nearly died, I am slowly  recovering  but facin…",2020-06-14 23:59:24,"Los Angeles, CA"
317,"RT @ChrisMosser: 30 new local COVID-related hospitalizations reported tonight, and Austin hits Stage 4 restrictions for the first time. Awa…",2020-06-14 23:59:24,Central Texas
318,"RT @OtherHalf2020: I hope the Simpsons won't fail us.
#TrumpIsNotWell #COVID19 https://t.co/BRTd2RkQKm",2020-06-14 23:59:24,Hong Kong
319,"@Su_Panov @Travisdhanraj Why western countries are not taking this seriously, no masks at all. Why? Do they actuall… https://t.co/JzKg4gXJMT",2020-06-14 23:59:24,"Toronto, Ontario"
320,@Join_ZOE @hughbon @timspector Thank you! I will take a look at this. We need to take some more proactive measures… https://t.co/uYxB7JMANZ,2020-06-14 23:59:24,"Chapel Hill, NC"
321,#covid19 https://t.co/kRldsN1N5D  stay home.,2020-06-14 23:59:23,
322,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:23,
323,"RT @JemilahMahmood: This is an important thread to read. Transmission of COVID19 is primarily by fit, healthy young adults. Yes the ones wh…",2020-06-14 23:59:23,
324,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:23,Cape Coral Fl
325,"RT @PeterHotez: Here's what I told @HoustonChron @LisaGray_HouTX April 21: ""There's no point in opening up the economy prematurely without…",2020-06-14 23:59:23,"Florida, USA"
326,RT @EdmJbg: @WhteRbbnAdvocat Melbourne school #CORONA Pakenham Springs Primary School has closed for a deep clean on Monday and close conta…,2020-06-14 23:59:23,"Gawler, South Australia"
327,RT @CBCCanada: 90 Canadian troops to leave for Ukraine as military looks to resume mission https://t.co/ndzv1dinjC https://t.co/FoW0mpcV8p,2020-06-14 23:59:22,
328,"RT @DEBKANCHAN: world grapples with COVID-19, the Chinese military has provoked border flare-ups with India and attempted to police the wat…",2020-06-14 23:59:22,
329,"RT @dunefiIm: i recently wrote about yemen for my final in my global issues class, so here are a few facts about yemen’s humanitarian crisi…",2020-06-14 23:59:22,🇮🇹/🇬🇧/🇩🇰 OK
330,"Computex 2020 is officially canceled https://t.co/ZivrEJa2t4 Photo by Vlad Savov / The Verge

  After initially pos… https://t.co/3RhU9Ky7pS",2020-06-14 23:59:22,
331,"RT @rbalsaud: ""I continued to perform my duties, because my job as a doctor is humanitarian."" Said #Saudi nephrologist Dr. Nawf AlGoblan, a…",2020-06-14 23:59:22,"Washington, DC"
