,text,created_at,Location
332,"RT @kerpen: California coronavirus surge tied to increase in testing, not reopening businesses, official says https://t.co/Tb54pFwQKV",2020-06-14 23:59:22,"Marquette, MI"
333,"RT @drdagly: Dear #yeg,

After a lovely hiatus I am saddened to report that #COVID19 has returned to our ICU. Our patient is young and was…",2020-06-14 23:59:22,Cowichan Valley
334,"RT @DrEricDing: FLORIDA is on fire - sets a new all time daily record - 2,581 new #covid19 cases on Saturday. Perfect time for a 15,000-per…",2020-06-14 23:59:22,"Portland, Oregon, USA"
335,"RT @TheIsraelLaryea: Fellow Ghanaians, the #COVID19 website has now been updated with the case count for Ghana announced by President Akuff…",2020-06-14 23:59:21,"Kumasi, Ghana"
336,"After Letting Rioters Loot New York City, Gov. Cuomo Threatens Hipster Street Party Over Coronavirus… https://t.co/wlnPEVwUtX",2020-06-14 23:59:21,Texas/SE Asia
337,"RT @WSJ: Caring for demonstrators requires greater focus on masks, hand washing to prevent spread of coronavirus.",2020-06-14 23:59:21,
338,"RT @healthgovau: We all need to take personal responsibility to stay safe. To be #COVIDSafe: 
- Physically distance 
- Avoid crowds 
- Prac…",2020-06-14 23:59:21,Queensland
339,"RT @DrewHolden360: Coronavirus is canceled, sorry guys, we’re done with the distancing thing",2020-06-14 23:59:21,
340,RT @globaltimesnews: The global seafood industry is to sustain a temporary blow after the latest #coronavirus outbreak Beijing's Fengtai Di…,2020-06-14 23:59:20,1407 Graymalkin Ln
341,"RT @nytopinion: It’s not that the leaders who best managed the virus were all women, writes @NickKristof, but those who bungled the respons…",2020-06-14 23:59:20,
342,RT @QmpMp7713626869: Well well well!! Share the shit out of this!! Let’s wake people up!!! I can’t wait to share this with my family and fr…,2020-06-14 23:59:20,
343,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:20,
344,RT @RebelPeace1: @ActieTD @TomBrow38006074 @senior_debra @SylviaB05413603 @TaylorShone @MarleyMarilyn @animalsvoice4 @TheLastAesir @Somberg…,2020-06-14 23:59:20,
345,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:20,"California, USA"
346,RT @Laurie_Garrett: Bloody awful #COVID19 catastrophe unfolding in the #Amazon .,2020-06-14 23:59:20,
347,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:20,Grimsby 
348,"RT @scott_satzer: We buried Grandma today.

I didn't go, because we still had Covid19 restrictions on crowds and such, so it was just my au…",2020-06-14 23:59:19,"Groton, CT"
349,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:19,everywhere
350,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:19,Home
351,"RT @StateHealthIN: Starting tomorrow, #Indiana is opening @Optum-operated sites to ANY Hoosier who wants to get tested for #COVID19.

✅ Sym…",2020-06-14 23:59:19,Indianapolis
352,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:19,"Ottawa, Ontario"
353,"RT @DanRather: We shouldn’t be surprised that coronavirus remains a highly contagious infectious disease that thrives when people gather, e…",2020-06-14 23:59:19,"Houston, TX"
354,RT @kyodo_english: Prime Minister Shinzo Abe says that higher temperatures in the summer are unlikely to slow the transmission of the novel…,2020-06-14 23:59:19,"Downtown Jacksonville, FL"
355,"I am an American, who likes the UK. Since Brexit, even more. Especially now we are on the brink of a trade deal and… https://t.co/AKqBlG3aC4",2020-06-14 23:59:19,"Il, USA"
356,"Before Catching Coronavirus, Some People’s Immune Systems Are Already Primed to Fight It  https://t.co/qpdyG73l4l",2020-06-14 23:59:19,
357,"RT @redsteeze: Thanks to Democrats and media, no one is going to take lockdowns seriously anymore, nor should they. My latest at @Spectator…",2020-06-14 23:59:18,"Los Angeles, CA"
358,"RT @Angela201045315: Think about melinda Gates predictions and take responsibility for own safety. 
Covid19 don knack our Land. 
Bha kai eh…",2020-06-14 23:59:18,
359,RT @WajahatAli: We've been in lockdown since late February. We have an immuno-compromised daughter who survived Stage 4 cancer this year. F…,2020-06-14 23:59:18,United States
360,RT @DrDenaGrayson: ⚠️Parts of #Beijing locked down in “wartime emergency mode” after 45 of 517 workers (8.7%) at its largest wholesale food…,2020-06-14 23:59:18,PNW-Portland to Bellingham
361,"RT @YourAnonCentral: Despite #COVID19, Mexican Women Are Fighting Femicide. On average, 10 women were killed per day in Mexico; the figure…",2020-06-14 23:59:17,
362,RT @BardellTaylor: Hi everyone! @MatthewUrichuk and I are making face masks with clear 'smile panels' to donate to local businesses in orde…,2020-06-14 23:59:17,"ottawa, ontario"
363,"RT @nytimes: China on Sunday reported 57 new confirmed coronavirus infections, its highest single-day tally in 2 months. One potential outb…",2020-06-14 23:59:17,
364,"RT @TimesFreePress: ""The whole thing has just been overwhelming.""

Chattanooga nurses and hospital staff share what it's like being on the…",2020-06-14 23:59:17,"Chattanooga, TN"
365,RT @ewarren: Remember: Steve Mnuchin is refusing to disclose which companies received more than $500 billion in taxpayer funds. Americans d…,2020-06-14 23:59:17,"Dayton, OR"
366,"RT @CNN: The US Surgeon General urged people to wear face coverings, saying they promote freedom during the coronavirus pandemic: ""If more…",2020-06-14 23:59:17,"Los Angeles, CA"
367,RT @ImperiumPress: Sites like https://t.co/2Tv4JBf4RY will no longer exist inside of a decade--they pose too great a threat to liberalism.…,2020-06-14 23:59:17,"Hell, MI"
368,"RT @SpectatorUSA: ""Are you ready for the second blame wave? As the country braces itself for an inevitable repeat surge in COVID-19 infecti…",2020-06-14 23:59:17,United States
369,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:17,
370,"RT @TheDemocrats: #COVID19 impacts everyone, everywhere, but not all communities are impacted equally. Black and Latino communities are har…",2020-06-14 23:59:16,"Brooklyn, NY"
371,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:16,"Milwaukee, WI"
372,"RT @nytimes: In Opinion

""If the United States had the coronavirus death rate of the average female-led country, 102,000 American lives wou…",2020-06-14 23:59:16,"Dallas, TX"
373,Ford re-evaluates office space in coronavirus world https://t.co/Sg9xX8hmEm via @ETAuto,2020-06-14 23:59:16,"Rancho Mirage, CA"
374,RT @NPR: Rebekah Jones says she was fired from her job at the Florida Health Department for refusing to manipulate data on its coronavirus…,2020-06-14 23:59:16,
375,RT @Reuters: French coronavirus 24-hour death toll under 30 for fifth day https://t.co/IaNEYxsoea https://t.co/mE6dqvwEDG,2020-06-14 23:59:16,São Paulo
376,"@brettdrc @Helena_Wish Been researching a SARS vaccine since 2004
without success

SARS is also a coronavirus

Need… https://t.co/TQO0ZOGi5U",2020-06-14 23:59:16,"Delta, British Columbia"
377,"New York says it's 'tamed the beast' of coronavirus while some states see record hospitalizations
https://t.co/ZhIiCMSHo9.",2020-06-14 23:59:16,United States
378,"RT @notcapnamerica: BREAKING: Arizona’s infection rate is now three times that of New York State. 

#COVID19 https://t.co/ab964LrBJ8",2020-06-14 23:59:16,California
379,"RT @redsteeze: Hi Andy, give this a read. 
https://t.co/W6Nt0IUTxJ",2020-06-14 23:59:16,Lake County OHIO
380,"RT @wusf: Rebekah Jones was fired last month from her job at the Florida Department of Health, where she helped create a data portal about…",2020-06-14 23:59:15,"St. Charles, Missouri"
381,RT @ANI: A 56-year-old Indian Revenue Service (IRS) officer allegedly committed suicide by ingesting acid in his car in Dwarka over fear of…,2020-06-14 23:59:15,"कुशीनगर(उत्तर प्रदेश), बैंगलोर"
382,"RT @jakeadelstein: The government of Japan seeks scapegoats for COVID19 infections
The media helps. 
For a while, the news focussed on airp…",2020-06-14 23:59:15,"Yamato-shi, Kanagawa"
383,"I see EOT is still at it with their jabs at the online secular community. At this point, it wouldn't be all that su… https://t.co/1FaYkJqZKo",2020-06-14 23:59:15,
384,"RT @TheDemocrats: #COVID19 impacts everyone, everywhere, but not all communities are impacted equally. Black and Latino communities are har…",2020-06-14 23:59:15,Los Angeles County
385,#Eritrea'n regime's consistent lack of transparency has corroded our trust. Over the years we have learned to be re… https://t.co/e0rqwxiymk,2020-06-14 23:59:15,"Athens, OH"
386,RT @FIP_org: #SafeBloodSavesLives is the focus of #WorldBloodDonorDay today. @WHO is encouraging more people to #donate because safe blood…,2020-06-14 23:59:15,Nigeria
387,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:15,Crying
388,@TweeterSuch @AbraarKaran All I have is the original post. https://t.co/luozRUwc0E,2020-06-14 23:59:14,"Texas, USA"
389,Perfect example of companies using the pandemic as an excuse to plead poverty in order to get richer: @vons is now… https://t.co/TjeE16Q3t7,2020-06-14 23:59:14,"San Diego, CA"
390,"RT @frntofficesport: New Zealand, which has had no active coronavirus cases in three weeks and only 22 deaths in total, welcomed back sport…",2020-06-14 23:59:14,Heaven or Hell
391,RT @saifedean: Three weeks of protests in Minneapolis and no spike in cases. Anybody who thinks social distancing is necessary or useful is…,2020-06-14 23:59:14,"New York, USA"
392,"Tulsa Health Department Urges  @realDonaldTrump To Cancel His Rally - Trump is so despicable, he doesn’t care if he… https://t.co/qJEJ0O9kKd",2020-06-14 23:59:14,"Pennsylvania, USA"
393,"RT @JemilahMahmood: This is an important thread to read. Transmission of COVID19 is primarily by fit, healthy young adults. Yes the ones wh…",2020-06-14 23:59:14,"Branford, CT"
394,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:14,"Reno, NV"
395,"""Airline passengers brought #COVID-19 into LAX in March — and no one warned the public"" #Coronavirus https://t.co/KbukPlSLoQ",2020-06-14 23:59:13,Maryland
396,RT @__Jailan: The United States of America should be deeply ashamed in how they handled the coronavirus.,2020-06-14 23:59:13,sleep
397,RT @60Minutes: One challenge of opening UNC Chapel Hill’s campus to students and faculty amid coronavirus is preventing students from congr…,2020-06-14 23:59:13,"North Carolina, USA"
398,"RT @resistbot: “This Pride Month, amid the backdrop of the global coronavirus pandemic, we’re recognizing 12 LGBTQ people contributing to t…",2020-06-14 23:59:13,Global 
399,"RT @HNTurtledove: Trump and bull--they naturally go together.

#COVID__19 #COVID19 #Covid_19 #coronavirus #pandemic #TrumpWearsAdultDiapers…",2020-06-14 23:59:13,Out There Somewhere
400,"RT @GavinLeeBBC: Rafael Gomez #Nieto, the last surviving member of the #LaNeuve unit of Spanish civil war vets that helped liberate Nazi-oc…",2020-06-14 23:59:13,
401,RT @catturd2: @dcexaminer It’s okay - we’ll just declare it a riot and it’ll be immune from the coronavirus.,2020-06-14 23:59:13,Alabama
402,"RT @shahwank: VIP challenge we pass through #COVID19 is who are we not giving the necessary care or attention to? Elderly, Children, Women,…",2020-06-14 23:59:13,"San Jose, CA"
403,"RT @zakiscorner: Healthy lungs on the left, the COVID-infected lung of a 20-year-old on the right. Take this shit seriously, folks. https:/…",2020-06-14 23:59:13,
404,I really wish my body would stop shaking. They wouldn’t send the prescription electronically and now I have no medi… https://t.co/GRBTiNUSuz,2020-06-14 23:59:13,"West Palm Beach, FL"
405,RT @ANI: A 56-year-old Indian Revenue Service (IRS) officer allegedly committed suicide by ingesting acid in his car in Dwarka over fear of…,2020-06-14 23:59:13,Gurgaon
406,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:13,
407,"RT @CatalinaLauf: There is a big difference between rational measures during an unprecedented time. However, the total control and attempt…",2020-06-14 23:59:12,"Queens, NY"
408,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:12,"Perth, Western Australia"
409,Here we go again. #COVID19 https://t.co/6fOF3VpjQK,2020-06-14 23:59:12,Toronto
410,My former PhD advisor is working on drug targets for COVID!! I think this is the first time in 5 years I really mis… https://t.co/7UmkoBRoOn,2020-06-14 23:59:12,"Oxford, PA"
411,RT @JudicialWatch: “#Coronavirus doesn’t give politicians a pass to violate the law. If politicians want to use tax money from law-abiding…,2020-06-14 23:59:12,
412,"RT @PeterHotez: I have a new ""instant book"" available from @JHUPress (Project Muse):  
POVERTY &amp; THE IMPACT OF COVID19: THE BLUE MARBLE HEA…",2020-06-14 23:59:12,"Austin, TX"
413,RT @latimes: Two long-haul flights into Los Angeles International Airport in March each included a person who later was found to have COVID…,2020-06-14 23:59:12,"Los Angeles, CA"
414,@AStuttaford Cuomo made no effort to have social distancing enforced during the many protests that took place in th… https://t.co/LfKaPL9Osx,2020-06-14 23:59:12,"Bronx, New York"
415,"Record spikes in new coronavirus cases, hospitalizations sweep parts of U.S.
https://t.co/pdmT15PrRv",2020-06-14 23:59:12,United States
416,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:12,
417,"It's hard to separate, but while there are some people who insist on being cretins about things like wearing a mask… https://t.co/nmX2DAxa9x",2020-06-14 23:59:11,Massachusetts
418,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:11,Valhalla 
419,"RT @DarrenEuronews: Top 5 countries 🌍 with highest number of #coronavirus cases

1. 🇺🇸 USA (Trump)
2. 🇧🇷 Brazil (Bolsonaro)
3. 🇷🇺 Russia (P…",2020-06-14 23:59:11,
420,RT @potatosalod: Just tested positive for coronavirus😊🙏 Blessed,2020-06-14 23:59:11,
421,RT @ZShamsuna: The Hon. Minister @ZShamsuna featured on NTA Networks ‘Good Morning Nigeria’ on topic “5 years Buhari Administration: Focus…,2020-06-14 23:59:11,
422,"RT @MattHancock: Yesterday, across the UK, only 36 deaths were recorded with coronavirus - the lowest since 21 March. 

We are winning the…",2020-06-14 23:59:11,United Kingdom
423,"@jamesdark44 @CP24 They’re a fucking news channel reporting about global coronavirus cases. Get over it, everyone k… https://t.co/jyohjxHB8r",2020-06-14 23:59:11,Canada 🇨🇦
424,"RT @kerpen: California coronavirus surge tied to increase in testing, not reopening businesses, official says https://t.co/Tb54pFwQKV",2020-06-14 23:59:11,Depends on the day
425,"RT @YourAnonCentral: Despite #COVID19, Mexican Women Are Fighting Femicide. On average, 10 women were killed per day in Mexico; the figure…",2020-06-14 23:59:11,"México, Monterrey"
426,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:11,SOUTH Carolina Patriot
427,"RT @ABC: As coronavirus cases surge in Latin America, the Colombian city of Medellin is defying expectations and managing to keep numbers r…",2020-06-14 23:59:10,Everywhere
428,"RT @YourAnonCentral: Despite #COVID19, Mexican Women Are Fighting Femicide. On average, 10 women were killed per day in Mexico; the figure…",2020-06-14 23:59:10,
429,"June 15 Monday #CoronaVirusUpdates in #China: CDC reported 49 new #COVID19 cases on Sun, within which 36 in… https://t.co/jfpVTO4ItM",2020-06-14 23:59:10,Beijing
430,RT @DoctorJanette: Three #coronavirus vaccine candidates are set to begin final trials this summer. I shared this exciting news on @FoxFrie…,2020-06-14 23:59:10,
431,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:10,
432,"RT @linessue: Today is International Cleaners Day, this is our #Senate motion thanking all Cleaners &amp; especially Parliament House Cleaners…",2020-06-14 23:59:10,"Adelaide, South Australia"
433,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:10,"Colorado, USA"
434,"RT @Foucault_News: From Canada to Russia, every government is being selective in releasing coronavirus data (2020) https://t.co/rcZNozrDBP",2020-06-14 23:59:10,
435,"RT @catturd2: Remember y'all ... just watch. 

With all the huge riots and protests, in all the big Democrat cities, all across the USA - T…",2020-06-14 23:59:09,KAG
436,"RT @Andy: While protesting around the country, let’s also take care and be pro-testing for COVID-19. @COREResponse is operating free testin…",2020-06-14 23:59:09,
437,RT @larry_levitt: Why what's happening in a state like Arizona is so concerning: The number of new confirmed infections is going up rapidly…,2020-06-14 23:59:09,"Hilo, Hawaii"
438,"@muhdxaiman @MRTMalaysia JOIN ME NOW
Malaysia Life&amp;Medical Insurance business!

😊 Start with any1 you know in Malay… https://t.co/aY77IzWSvc",2020-06-14 23:59:09,Malaysia
439,RT @latimes: Two long-haul flights into Los Angeles International Airport in March each included a person who later was found to have COVID…,2020-06-14 23:59:09,"Los Angeles, Ca."
440,RT @jilevin: Tulsa Health Director Wishes Trump Would Postpone Rally as Coronavirus Cases Rise https://t.co/Q5gMohJ3KC,2020-06-14 23:59:09,"London, England🇬🇧"
441,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:09,
442,"RT @UN: #COVID19: As the pandemic spreads further in the global south, new projections estimate global economic contraction of 8%, pushing…",2020-06-14 23:59:09,"Ottawa, Ontario, Canada"
443,RT @guardian: Coronavirus live news: Beijing enters 'extraordinary period' as it races to contain new Covid-19 outbreak https://t.co/zhZOet…,2020-06-14 23:59:08,"Kota Kinabalu, Sabah"
444,RT @Wyn1745: Tucker Carlson: We were lied to about #COVID19 and the mass #lockdowns; We were all played. Corrupt politicians scared us into…,2020-06-14 23:59:08,
445,"RT @DanRather: We shouldn’t be surprised that coronavirus remains a highly contagious infectious disease that thrives when people gather, e…",2020-06-14 23:59:08,"Tokyo, Japan"
446,"RT @CNN: The US Surgeon General urged people to wear face coverings, saying they promote freedom during the coronavirus pandemic: ""If more…",2020-06-14 23:59:08,"California, USA"
447,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:08,
448,"RT @IrexitFreedom: Our ChairWoman Professor Dolores Cahill has more expertise,experience and qualifications around #Covid19 than the entire…",2020-06-14 23:59:08,Yorkshire & Derbyshire.
449,"RT @RCCGworldwide: #Prayer Almighty Father, by the power of the Holy Spirit, heal everyone with coronavirus that enters Your Church. Let th…",2020-06-14 23:59:08,
450,RT @Reuters: French coronavirus 24-hour death toll under 30 for fifth day https://t.co/IaNEYxsoea https://t.co/mE6dqvwEDG,2020-06-14 23:59:08,#KTBFFH #UpTheChels
451,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:08,
452,"RT @velocespeedwear: How to Stay Safe as National Parks Reopen 

https://t.co/bDBBsIF5Gn

#nationalparks #outsideisfree #run #ride #walk #h…",2020-06-14 23:59:08,United States
453,RT @PlayBoiMartiii: Me looking at the coronavirus second wave numbers https://t.co/2q80bWOp13,2020-06-14 23:59:08,"San Giovanni Gemini, Sicilia"
454,"More than 40,000 cruise ship workers are still stuck at sea three months after the industry shut down because of co… https://t.co/d5vHjssN4a",2020-06-14 23:59:08,"Chicago, IL"
455,RT @DrDenaGrayson: 🚨Scientists in #Japan found that people between the ages of 20-39 years old were the primary source of 50% of #coronavir…,2020-06-14 23:59:08,Northern VA & Washington DC
456,"RT @NBCNews: When coronavirus closed schools, some Detroit students went missing from class. These educators had to find them. https://t.co…",2020-06-14 23:59:07,"Los Angeles, CA"
457,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:07,GOD GREEN EARTH
458,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:07,
459,"RT @chrisfritzen: So proud to know Dr. Jon Popler, Pulonologist at @childrensatl ! Consistently providing smiles to our kids.  https://t.co…",2020-06-14 23:59:07,"Atlanta, Georgia"
460,"RT @sclinton60: It is comforting to know, that we still have Governors out there that care about
#COVID19 
https://t.co/Oc5nso4UL6",2020-06-14 23:59:07,"Texas, USA"
461,"RT @IlhanMN: The pandemic is not over. Stay vigilant.

When protesting or volunteering, keep at least a six-foot distance from others when…",2020-06-14 23:59:07,
462,RT @cinderellaicius: I am in the hospital with my heart. I have permanent damage from having Coronavirus in March. I want to be at the prot…,2020-06-14 23:59:07,"Arizona, USA"
463,Latin America reels as coronavirus pandemic gains pace @AJENews  https://t.co/0tYDNcbdmb,2020-06-14 23:59:07,
464,RT @LionelMedia: I believe absolutely nothing that’s reported about coronavirus. Absolutely nothing. You could tell me the numbers are goin…,2020-06-14 23:59:07,FL
465,"RT @contrariansmind: The Secret, Absurd World of Coronavirus Mask Traders and Middlemen Trying To Get Rich Off Government Money https://t.c…",2020-06-14 23:59:06,Charlottesville-PortlandME-SFO
466,RT @NPRHealth: Health Experts Link Rise In Arizona Coronavirus Cases To End Of Stay-At-Home Order https://t.co/6bhPaMCnFo,2020-06-14 23:59:06,Worldwide
467,RT @SenKamalaHarris: Far too many Black and brown communities don't have access to public parks. As we consider the Great American Outdoors…,2020-06-14 23:59:06,"Tennessee, USA"
468,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:06,"Amarillo, TX"
469,RT @NPR: Rebekah Jones says she was fired from her job at the Florida Health Department for refusing to manipulate data on its coronavirus…,2020-06-14 23:59:06,"Minnesota, USA"
470,WATCH LIVE  #Breaking #news #severe #wx #covid19 #coronavirus #gawx https://t.co/P3vWVR81XH,2020-06-14 23:59:06,"Atlanta, GA"
471,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:06,
472,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:06,United States
473,"RT @KenRoth: Trump, Bolsonaro and Boris Johnson all went through (or are still in) a denialist phase. Their three countries—the US, Brazil,…",2020-06-14 23:59:05,
474,RT @catturd2: I’m old enough to remember the coronavirus.,2020-06-14 23:59:05,The REAL NJ Devil
475,"RT @SpectatorUSA: ""Are you ready for the second blame wave? As the country braces itself for an inevitable repeat surge in COVID-19 infecti…",2020-06-14 23:59:05,"Arizona, USA"
476,"RT @kerpen: California coronavirus surge tied to increase in testing, not reopening businesses, official says https://t.co/Tb54pFwQKV",2020-06-14 23:59:05,
477,RT @mrazaharoon: Request for prayers as a very dear close best friend (#COVID19 +ve) of mine has been put on ventilator in #Karachi. Allah…,2020-06-14 23:59:05,Karachi Kolachi Crotchee
478,"There are more deaths from #COVID19 than in WWI. 

The horror of it. 

#WearAMask 
#StaySafe",2020-06-14 23:59:05,"New Jersey, USA"
479,RT @RepRaulRuizMD: #COVID19 has only worsened health disparities in environmental justice communities. Watch as I discuss the need to creat…,2020-06-14 23:59:05,
480,"RT @UNCandCommunity: Coming up at 7 p.m. : As colleges across the country determine how to reopen during a pandemic, @60Minutes is spotligh…",2020-06-14 23:59:05,"Miami, Florida"
481,RT @ewarren: Remember: Steve Mnuchin is refusing to disclose which companies received more than $500 billion in taxpayer funds. Americans d…,2020-06-14 23:59:05,"Cambridge, MA"
482,"RT @egavactip: In Orange County, CA, very much in the midst of the pandemic, the health director resigns after death threats and the replac…",2020-06-14 23:59:05,
483,"RT @RealJamesWoods: New York state’s death toll of 30,575 accounted for 7% of the world’s deaths and 27% of American deaths as of June 11 /…",2020-06-14 23:59:05,
484,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:05,
485,RT @ewarren: Remember: Steve Mnuchin is refusing to disclose which companies received more than $500 billion in taxpayer funds. Americans d…,2020-06-14 23:59:05,"Plano, TX"
486,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:04,"San Antonio, TX"
487,"RT @clevelanddotcom: ""There can be no question about one thing: Ohioans owe Dr. Amy Acton their thanks for giving so much of her energy, ex…",2020-06-14 23:59:04,"Cleveland, USA"
488,"RT @rhysblakely: A 70-year-old man in Seattle survived the coronavirus, got applauded by staff when he left the hospital after 62 days -- a…",2020-06-14 23:59:04,"Alexandria, VA"
489,RT @ProjectLincoln: The venue @realDonaldTrump is holding his rally at has canceled every other event in June because of the coronavirus.…,2020-06-14 23:59:04,Massachusetts
490,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:04,Pennsylvania
491,"RT @RealJamesWoods: Cuomo threatens to shut down Manhattan, Hamptons again if coronavirus social-distancing rules broken // This genius mus…",2020-06-14 23:59:04,North Little Rock Arkansas
492,GSA Government Auctions https://t.co/1QaXP6LXPP,2020-06-14 23:59:04,Islamab
493,"People with low vitamin D levels more likely to die from coronavirus, study finds https://t.co/Vj050EEulU",2020-06-14 23:59:04,México
494,"RT @TheDemocrats: #COVID19 impacts everyone, everywhere, but not all communities are impacted equally. Black and Latino communities are har…",2020-06-14 23:59:03,"Hershey, PA"
495,RT @OutragedMary: African protesters within France are calling for all statues of French  war hero President and General De Gaulle to be de…,2020-06-14 23:59:03,"Manchester, England"
496,IRSnews: An #IRS tool allows those who receive very little income to quickly and easily sign up with #IRS for the E… https://t.co/aAJMmlRsBV,2020-06-14 23:59:03,"Houston, Texas"
497,RT @PoliticusSarah: The Tulsa Health Department Director is urging Trump to cancel his rally due to rising coronavirus cases in the city.…,2020-06-14 23:59:03,
498,"RT @B52Malmet: 74 years on earth without a friend you haven’t purchased, a party you threaten with pikes and mean tweets, a wife who despis…",2020-06-14 23:59:03,Florida
499,"RT @drbellanifemi: I made a video of me wearing my full PPE, it’s called Donning. We wear all these before entering the red zone to attend…",2020-06-14 23:59:03,Everywhere In Nigeria.
